id	answer
306	Everyone is supportive and Helpful getting through the myriad of requirements. There are numerous steps to accomplish.
307	Too much structure. Managers can't do anything for their employees. Requests/raises/promotion go ALL the way to the top and happen rarely. Once they do finally happen they are dwindled down to nothing
308	Lots of work in my group They want to move everything to India & China as soon as possible
309	"There's a lot of variety and opportunity to do leading edge industry manufacturing Very large, corporate management, reducing benefits"
310	
311	"good wages, caring employees,standard work no work/life balance, union workforce"
312	Great company with excellent growth opp. every job has it's day
313	Good salary. Company very committed to process improvement and growth. Benefits being systematically reduced. Lots of mid level management churn. Just rescinded long standing remote worker policy.
314	"Good processes, many opportunities, a lot of depratments many fir loughs, poor insurance"
315	This was the best company that I have ever worked for! Really can't think of any. Great place to work!
316	Honeywell FMT out of Kansas City used to be a great place to get started. but unfortunatly Honeywell Corporate kept sticking there nose in and requiring more aggressive cost savings. Honeywell FMT no
